product_id,sku,name,brand,category,price,stock,rating,description,image_url
134,BE-VEL-7041,Premium VelvetSkin Hydrating Face Serum,VelvetSkin,Beauty,500.69,0,4.8,Experience the ultimate performance with the Premium VelvetSkin Hydrating Face Serum. Designed for modern users seeking quality in beauty.,https://images.unsplash.com/photo-1512263391655?auto=format&fit=crop&w=600&q=80
135,SP-WIL-8581,Ultra-Light WildCore Lightweight Backpack,WildCore,Sports & Outdoors,352.38,20,4.2,Experience the ultimate performance with the Ultra-Light WildCore Lightweight Backpack. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1580787544201?auto=format&fit=crop&w=600&q=80
136,CL-URB-9214,Classic UrbanFit Athletic Running Shorts,UrbanFit,Clothing,99.0,0,3.7,Experience the ultimate performance with the Classic UrbanFit Athletic Running Shorts. Designed for modern users seeking quality in clothing.,https://images.unsplash.com/photo-1511657896535?auto=format&fit=crop&w=600&q=80
137,SP-TRA-8172,Ergonomic TrailBlazer Insulated Water Bottle,TrailBlazer,Sports & Outdoors,594.67,50,4.0,Experience the ultimate performance with the Ergonomic TrailBlazer Insulated Water Bottle. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1542597214169?auto=format&fit=crop&w=600&q=80
138,BE-VEL-1857,Compact VelvetSkin Mineral Sunscreen SPF 50,VelvetSkin,Beauty,475.63,26,4.0,Experience the ultimate performance with the Compact VelvetSkin Mineral Sunscreen SPF 50. Designed for modern users seeking quality in beauty.,https://images.unsplash.com/photo-1592590746974?auto=format&fit=crop&w=600&q=80
139,BE-SCE-3463,Compact ScentOasis Mineral Sunscreen SPF 50,ScentOasis,Beauty,206.67,46,4.9,Experience the ultimate performance with the Compact ScentOasis Mineral Sunscreen SPF 50. Designed for modern users seeking quality in beauty.,https://images.unsplash.com/photo-1597307014067?auto=format&fit=crop&w=600&q=80
140,BE-PUR-6072,Eco-Friendly PureRadiance Exfoliating Body Scrub,PureRadiance,Beauty,339.75,94,4.7,Experience the ultimate performance with the Eco-Friendly PureRadiance Exfoliating Body Scrub. Designed for modern users seeking quality in beauty.,https://images.unsplash.com/photo-1597367408535?auto=format&fit=crop&w=600&q=80
141,SP-PEA-6928,Pro-Series PeakPulse Waterproof Camping Tent,PeakPulse,Sports & Outdoors,20.75,64,4.0,Experience the ultimate performance with the Pro-Series PeakPulse Waterproof Camping Tent. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1567715125310?auto=format&fit=crop&w=600&q=80
142,CL-VOG-2264,Minimalist Vogue Slim-Fit Chino Pants,Vogue,Clothing,184.51,139,4.7,Experience the ultimate performance with the Minimalist Vogue Slim-Fit Chino Pants. Designed for modern users seeking quality in clothing.,https://images.unsplash.com/photo-1572514862739?auto=format&fit=crop&w=600&q=80
143,EL-VOL-3147,Compact Volt USB-C Hub,Volt,Electronics,362.37,2,4.7,Experience the ultimate performance with the Compact Volt USB-C Hub. Designed for modern users seeking quality in electronics.,https://images.unsplash.com/photo-1584916218497?auto=format&fit=crop&w=600&q=80
144,CL-LUX-6968,Ultra-Light LuxeSilk Classic Crewneck Sweater,LuxeSilk,Clothing,409.04,123,4.4,Experience the ultimate performance with the Ultra-Light LuxeSilk Classic Crewneck Sweater. Designed for modern users seeking quality in clothing.,https://images.unsplash.com/photo-1563495939049?auto=format&fit=crop&w=600&q=80
145,CL-DEN-8684,Durable DenimLab Slim-Fit Chino Pants,DenimLab,Clothing,543.33,5,5.0,Experience the ultimate performance with the Durable DenimLab Slim-Fit Chino Pants. Designed for modern users seeking quality in clothing.,https://images.unsplash.com/photo-1570359606362?auto=format&fit=crop&w=600&q=80
146,SP-IRO-3267,Ergonomic IronGear Ergonomic Yoga Mat,IronGear,Sports & Outdoors,525.06,0,4.2,Experience the ultimate performance with the Ergonomic IronGear Ergonomic Yoga Mat. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1574608787877?auto=format&fit=crop&w=600&q=80
147,EL-AUR-5670,Eco-Friendly Aura USB-C Hub,Aura,Electronics,59.48,4,4.9,Experience the ultimate performance with the Eco-Friendly Aura USB-C Hub. Designed for modern users seeking quality in electronics.,https://images.unsplash.com/photo-1510468864947?auto=format&fit=crop&w=600&q=80
148,CL-LUX-7797,Premium LuxeSilk Water-Resistant Windbreaker,LuxeSilk,Clothing,41.41,70,4.1,Experience the ultimate performance with the Premium LuxeSilk Water-Resistant Windbreaker. Designed for modern users seeking quality in clothing.,https://images.unsplash.com/photo-1547595132940?auto=format&fit=crop&w=600&q=80
149,CL-THR-6493,Eco-Friendly ThreadCo Water-Resistant Windbreaker,ThreadCo,Clothing,476.9,3,4.9,Experience the ultimate performance with the Eco-Friendly ThreadCo Water-Resistant Windbreaker. Designed for modern users seeking quality in clothing.,https://images.unsplash.com/photo-1596518458987?auto=format&fit=crop&w=600&q=80
150,CL-LUX-1086,Compact LuxeSilk Organic Cotton T-Shirt,LuxeSilk,Clothing,544.45,0,1.5,Experience the ultimate performance with the Compact LuxeSilk Organic Cotton T-Shirt. Designed for modern users seeking quality in clothing.,https://images.unsplash.com/photo-1573656625913?auto=format&fit=crop&w=600&q=80
151,SP-WIL-5720,Eco-Friendly WildCore Waterproof Camping Tent,WildCore,Sports & Outdoors,150.2,2,4.1,Experience the ultimate performance with the Eco-Friendly WildCore Waterproof Camping Tent. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1585014149322?auto=format&fit=crop&w=600&q=80
152,BE-GLO-9782,Classic GlowBio Hydrating Face Serum,GlowBio,Beauty,19.69,71,4.6,Experience the ultimate performance with the Classic GlowBio Hydrating Face Serum. Designed for modern users seeking quality in beauty.,https://images.unsplash.com/photo-1557085578508?auto=format&fit=crop&w=600&q=80
153,EL-AUR-7825,Ergonomic Aura Bluetooth Speaker,Aura,Electronics,120.51,144,5.0,Experience the ultimate performance with the Ergonomic Aura Bluetooth Speaker. Designed for modern users seeking quality in electronics.,https://images.unsplash.com/photo-1575273852135?auto=format&fit=crop&w=600&q=80
154,SP-WIL-7397,Premium WildCore Lightweight Backpack,WildCore,Sports & Outdoors,525.26,0,1.9,Experience the ultimate performance with the Premium WildCore Lightweight Backpack. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1535963059926?auto=format&fit=crop&w=600&q=80
155,EL-VOL-6649,Eco-Friendly Volt USB-C Hub,Volt,Electronics,152.25,36,4.7,Experience the ultimate performance with the Eco-Friendly Volt USB-C Hub. Designed for modern users seeking quality in electronics.,https://images.unsplash.com/photo-1518608025734?auto=format&fit=crop&w=600&q=80
156,EL-VOL-3868,Sleek Volt Mechanical Keyboard,Volt,Electronics,499.92,132,4.4,Experience the ultimate performance with the Sleek Volt Mechanical Keyboard. Designed for modern users seeking quality in electronics.,https://images.unsplash.com/photo-1520665225193?auto=format&fit=crop&w=600&q=80
157,EL-QUA-4302,Durable Quantum Wireless Earbuds,Quantum,Electronics,35.84,1,4.0,Experience the ultimate performance with the Durable Quantum Wireless Earbuds. Designed for modern users seeking quality in electronics.,https://images.unsplash.com/photo-1570051242519?auto=format&fit=crop&w=600&q=80
158,BE-COL-1599,Durable ColorPop Organic Argan Hair Oil,ColorPop,Beauty,454.43,3,4.8,Experience the ultimate performance with the Durable ColorPop Organic Argan Hair Oil. Designed for modern users seeking quality in beauty.,https://images.unsplash.com/photo-1545766017740?auto=format&fit=crop&w=600&q=80
159,HO-COO-7553,Ultra-Light CookSmart Memory Foam Pillow,CookSmart,Home & Kitchen,448.54,108,4.0,Experience the ultimate performance with the Ultra-Light CookSmart Memory Foam Pillow. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1565226883264?auto=format&fit=crop&w=600&q=80
160,BE-SCE-2353,Durable ScentOasis Exfoliating Body Scrub,ScentOasis,Beauty,438.97,0,4.4,Experience the ultimate performance with the Durable ScentOasis Exfoliating Body Scrub. Designed for modern users seeking quality in beauty.,https://images.unsplash.com/photo-1525006765390?auto=format&fit=crop&w=600&q=80
161,SP-HYD-2311,Eco-Friendly HydroFit Resistance Bands Set,HydroFit,Sports & Outdoors,203.46,124,4.4,Experience the ultimate performance with the Eco-Friendly HydroFit Resistance Bands Set. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1523304991087?auto=format&fit=crop&w=600&q=80
162,BE-SCE-6776,Premium ScentOasis Organic Argan Hair Oil,ScentOasis,Beauty,372.75,24,3.6,Experience the ultimate performance with the Premium ScentOasis Organic Argan Hair Oil. Designed for modern users seeking quality in beauty.,https://images.unsplash.com/photo-1554277703050?auto=format&fit=crop&w=600&q=80
163,HO-ECO-3339,Premium EcoLiving Non-Stick Frying Pan,EcoLiving,Home & Kitchen,510.7,122,3.6,Experience the ultimate performance with the Premium EcoLiving Non-Stick Frying Pan. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1530353536165?auto=format&fit=crop&w=600&q=80
164,HO-BRE-1530,Compact BrewMaster Digital Food Scale,BrewMaster,Home & Kitchen,367.0,104,4.1,Experience the ultimate performance with the Compact BrewMaster Digital Food Scale. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1511867357450?auto=format&fit=crop&w=600&q=80
165,SP-TRA-7521,Sleek TrailBlazer Lightweight Backpack,TrailBlazer,Sports & Outdoors,195.48,39,3.5,Experience the ultimate performance with the Sleek TrailBlazer Lightweight Backpack. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1565223579714?auto=format&fit=crop&w=600&q=80
166,SP-IRO-5288,Eco-Friendly IronGear Lightweight Backpack,IronGear,Sports & Outdoors,467.22,64,5.0,Experience the ultimate performance with the Eco-Friendly IronGear Lightweight Backpack. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1595715823849?auto=format&fit=crop&w=600&q=80
167,BE-PUR-2213,Minimalist PureRadiance Hydrating Face Serum,PureRadiance,Beauty,276.7,123,5.0,Experience the ultimate performance with the Minimalist PureRadiance Hydrating Face Serum. Designed for modern users seeking quality in beauty.,https://images.unsplash.com/photo-1593675440963?auto=format&fit=crop&w=600&q=80
168,HO-BRE-9882,Pro-Series BrewMaster Stainless Steel Kettle,BrewMaster,Home & Kitchen,181.3,50,4.6,Experience the ultimate performance with the Pro-Series BrewMaster Stainless Steel Kettle. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1598472108724?auto=format&fit=crop&w=600&q=80
169,CL-URB-2988,Ergonomic UrbanFit Athletic Running Shorts,UrbanFit,Clothing,591.22,70,4.7,Experience the ultimate performance with the Ergonomic UrbanFit Athletic Running Shorts. Designed for modern users seeking quality in clothing.,https://images.unsplash.com/photo-1547357529299?auto=format&fit=crop&w=600&q=80
170,SP-WIL-3126,Classic WildCore Resistance Bands Set,WildCore,Sports & Outdoors,371.04,3,4.1,Experience the ultimate performance with the Classic WildCore Resistance Bands Set. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1570775327723?auto=format&fit=crop&w=600&q=80
171,BE-VEL-3053,Eco-Friendly VelvetSkin Exfoliating Body Scrub,VelvetSkin,Beauty,583.69,125,4.2,Experience the ultimate performance with the Eco-Friendly VelvetSkin Exfoliating Body Scrub. Designed for modern users seeking quality in beauty.,https://images.unsplash.com/photo-1549466684592?auto=format&fit=crop&w=600&q=80
172,CL-DEN-3114,Minimalist DenimLab Athletic Running Shorts,DenimLab,Clothing,265.23,24,4.7,Experience the ultimate performance with the Minimalist DenimLab Athletic Running Shorts. Designed for modern users seeking quality in clothing.,https://images.unsplash.com/photo-1519405100908?auto=format&fit=crop&w=600&q=80
173,HO-NES-4694,Sleek NestComfort Non-Stick Frying Pan,NestComfort,Home & Kitchen,214.14,82,4.8,Experience the ultimate performance with the Sleek NestComfort Non-Stick Frying Pan. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1526846145405?auto=format&fit=crop&w=600&q=80
174,SP-HYD-9740,Durable HydroFit Ergonomic Yoga Mat,HydroFit,Sports & Outdoors,65.11,49,3.8,Experience the ultimate performance with the Durable HydroFit Ergonomic Yoga Mat. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1585478442954?auto=format&fit=crop&w=600&q=80
175,HO-ECO-2330,Premium EcoLiving Stainless Steel Kettle,EcoLiving,Home & Kitchen,36.81,77,4.5,Experience the ultimate performance with the Premium EcoLiving Stainless Steel Kettle. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1580603475139?auto=format&fit=crop&w=600&q=80
176,BE-COL-9938,Classic ColorPop Hydrating Face Serum,ColorPop,Beauty,180.9,133,3.9,Experience the ultimate performance with the Classic ColorPop Hydrating Face Serum. Designed for modern users seeking quality in beauty.,https://images.unsplash.com/photo-1593661852111?auto=format&fit=crop&w=600&q=80
177,BE-SCE-1981,Eco-Friendly ScentOasis Organic Argan Hair Oil,ScentOasis,Beauty,103.26,128,3.8,Experience the ultimate performance with the Eco-Friendly ScentOasis Organic Argan Hair Oil. Designed for modern users seeking quality in beauty.,https://images.unsplash.com/photo-1519785455179?auto=format&fit=crop&w=600&q=80
178,HO-BRE-3142,Ultra-Light BrewMaster Memory Foam Pillow,BrewMaster,Home & Kitchen,458.78,37,4.0,Experience the ultimate performance with the Ultra-Light BrewMaster Memory Foam Pillow. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1514888386313?auto=format&fit=crop&w=600&q=80
179,HO-CLE-2586,Minimalist CleanSweep Non-Stick Frying Pan,CleanSweep,Home & Kitchen,39.85,117,3.9,Experience the ultimate performance with the Minimalist CleanSweep Non-Stick Frying Pan. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1527112904128?auto=format&fit=crop&w=600&q=80
180,CL-LUX-9171,Classic LuxeSilk Athletic Running Shorts,LuxeSilk,Clothing,528.64,33,4.9,Experience the ultimate performance with the Classic LuxeSilk Athletic Running Shorts. Designed for modern users seeking quality in clothing.,https://images.unsplash.com/photo-1562300409580?auto=format&fit=crop&w=600&q=80
181,CL-VOG-1797,Sleek Vogue Athletic Running Shorts,Vogue,Clothing,39.81,130,3.9,Experience the ultimate performance with the Sleek Vogue Athletic Running Shorts. Designed for modern users seeking quality in clothing.,https://images.unsplash.com/photo-1556296271299?auto=format&fit=crop&w=600&q=80
182,CL-URB-6995,Ultra-Light UrbanFit Water-Resistant Windbreaker,UrbanFit,Clothing,36.68,0,4.3,Experience the ultimate performance with the Ultra-Light UrbanFit Water-Resistant Windbreaker. Designed for modern users seeking quality in clothing.,https://images.unsplash.com/photo-1574571471785?auto=format&fit=crop&w=600&q=80
183,HO-COO-8378,Pro-Series CookSmart Digital Food Scale,CookSmart,Home & Kitchen,460.99,40,3.7,Experience the ultimate performance with the Pro-Series CookSmart Digital Food Scale. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1551954851371?auto=format&fit=crop&w=600&q=80
184,HO-BRE-3363,Sleek BrewMaster Ceramic Coffee Mug,BrewMaster,Home & Kitchen,127.43,138,3.6,Experience the ultimate performance with the Sleek BrewMaster Ceramic Coffee Mug. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1517347003397?auto=format&fit=crop&w=600&q=80
185,HO-CLE-3440,Classic CleanSweep Ceramic Coffee Mug,CleanSweep,Home & Kitchen,367.68,93,4.9,Experience the ultimate performance with the Classic CleanSweep Ceramic Coffee Mug. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1522842912545?auto=format&fit=crop&w=600&q=80
186,BE-COL-6511,Compact ColorPop Mineral Sunscreen SPF 50,ColorPop,Beauty,309.31,135,4.6,Experience the ultimate performance with the Compact ColorPop Mineral Sunscreen SPF 50. Designed for modern users seeking quality in beauty.,https://images.unsplash.com/photo-1565712100125?auto=format&fit=crop&w=600&q=80
187,EL-VOL-7824,Eco-Friendly Volt Bluetooth Speaker,Volt,Electronics,354.37,16,4.4,Experience the ultimate performance with the Eco-Friendly Volt Bluetooth Speaker. Designed for modern users seeking quality in electronics.,https://images.unsplash.com/photo-1579793939676?auto=format&fit=crop&w=600&q=80
188,CL-THR-3793,Classic ThreadCo Athletic Running Shorts,ThreadCo,Clothing,319.29,107,3.7,Experience the ultimate performance with the Classic ThreadCo Athletic Running Shorts. Designed for modern users seeking quality in clothing.,https://images.unsplash.com/photo-1532988470817?auto=format&fit=crop&w=600&q=80
189,EL-AUR-4125,Eco-Friendly Aura Charging Pad,Aura,Electronics,21.16,48,4.1,Experience the ultimate performance with the Eco-Friendly Aura Charging Pad. Designed for modern users seeking quality in electronics.,https://images.unsplash.com/photo-1556710282950?auto=format&fit=crop&w=600&q=80
190,SP-WIL-3262,Premium WildCore Waterproof Camping Tent,WildCore,Sports & Outdoors,316.01,132,4.3,Experience the ultimate performance with the Premium WildCore Waterproof Camping Tent. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1560873354999?auto=format&fit=crop&w=600&q=80
191,SP-HYD-5331,Sleek HydroFit Lightweight Backpack,HydroFit,Sports & Outdoors,369.94,2,3.9,Experience the ultimate performance with the Sleek HydroFit Lightweight Backpack. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1531346815220?auto=format&fit=crop&w=600&q=80
192,HO-BRE-6194,Classic BrewMaster Non-Stick Frying Pan,BrewMaster,Home & Kitchen,293.07,80,3.9,Experience the ultimate performance with the Classic BrewMaster Non-Stick Frying Pan. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1592657377313?auto=format&fit=crop&w=600&q=80
193,SP-IRO-3399,Sleek IronGear Waterproof Camping Tent,IronGear,Sports & Outdoors,181.36,30,4.0,Experience the ultimate performance with the Sleek IronGear Waterproof Camping Tent. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1587799336844?auto=format&fit=crop&w=600&q=80
194,HO-CLE-9824,Ergonomic CleanSweep Non-Stick Frying Pan,CleanSweep,Home & Kitchen,169.96,79,3.7,Experience the ultimate performance with the Ergonomic CleanSweep Non-Stick Frying Pan. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1532585188887?auto=format&fit=crop&w=600&q=80
195,CL-THR-4814,Ergonomic ThreadCo Athletic Running Shorts,ThreadCo,Clothing,40.96,130,3.7,Experience the ultimate performance with the Ergonomic ThreadCo Athletic Running Shorts. Designed for modern users seeking quality in clothing.,https://images.unsplash.com/photo-1520490284200?auto=format&fit=crop&w=600&q=80
196,EL-AUR-8793,Ultra-Light Aura Smart Watch,Aura,Electronics,291.68,3,4.0,Experience the ultimate performance with the Ultra-Light Aura Smart Watch. Designed for modern users seeking quality in electronics.,https://images.unsplash.com/photo-1507069077735?auto=format&fit=crop&w=600&q=80
197,EL-AUR-1611,Pro-Series Aura Smart Watch,Aura,Electronics,548.8,2,4.9,Experience the ultimate performance with the Pro-Series Aura Smart Watch. Designed for modern users seeking quality in electronics.,https://images.unsplash.com/photo-1555131072929?auto=format&fit=crop&w=600&q=80
198,BE-PUR-1151,Premium PureRadiance Mineral Sunscreen SPF 50,PureRadiance,Beauty,186.04,95,3.9,Experience the ultimate performance with the Premium PureRadiance Mineral Sunscreen SPF 50. Designed for modern users seeking quality in beauty.,https://images.unsplash.com/photo-1590147495786?auto=format&fit=crop&w=600&q=80
199,SP-WIL-9261,Minimalist WildCore Waterproof Camping Tent,WildCore,Sports & Outdoors,286.12,1,4.0,Experience the ultimate performance with the Minimalist WildCore Waterproof Camping Tent. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1563269675334?auto=format&fit=crop&w=600&q=80
200,HO-NES-5833,Sleek NestComfort Stainless Steel Kettle,NestComfort,Home & Kitchen,344.98,54,4.4,Experience the ultimate performance with the Sleek NestComfort Stainless Steel Kettle. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1570556448208?auto=format&fit=crop&w=600&q=80
